"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","asbestos_range_d","house_age","ruca","city_of_seattle"
"393",2878601425,2014-05-22,600000,3,1.75,1650,5100,1,0,0,5,7,1040,610,1908,0,98115,47.6873,-122.321,1540,5100,0,106,1,1
"394",2522059112,2014-05-07,248500,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,0,98042,47.3614,-122.119,1220,10018,1,54,1,0
"395",6917700356,2014-05-14,405100,2,1,840,3522,1,0,0,3,6,840,0,1947,0,98199,47.6575,-122.395,1390,4800,1,67,1,1
"396",4292300010,2014-05-27,405000,3,1.75,1980,8100,1,0,0,4,7,1310,670,1949,0,98133,47.7353,-122.331,1450,8212,1,65,1,1
"397",8929000290,2014-05-14,372977,3,2.5,1690,1618,2,0,0,3,8,1150,540,2014,0,98029,47.5518,-121.998,1690,1618,0,0,1,0
"398",7501000130,2014-05-05,800866,5,2.5,3180,13806,2,0,0,4,10,3180,0,1990,0,98033,47.652,-122.182,3180,13798,0,24,1,0
"399",3816300095,2014-05-14,310000,3,1,1050,9876,1,0,0,3,7,1050,0,1953,0,98028,47.7635,-122.262,1760,9403,1,61,1,0
"400",2856102280,2014-05-14,538000,3,1.75,1400,3825,1.5,0,0,4,6,1100,300,1904,0,98117,47.6793,-122.393,1720,5100,0,110,1,1
"401",1922069099,2014-05-23,354800,3,2,1370,78408,1,0,0,5,7,1370,0,1964,0,98042,47.3867,-122.081,1620,9690,1,50,1,0
"402",8650300190,2014-05-21,567000,3,2.5,2540,6093,2,0,0,3,9,2540,0,1999,0,98034,47.7042,-122.236,2540,5924,0,15,1,0
"403",7932000078,2014-05-07,310000,3,1.75,2070,37904,1,0,0,4,7,1420,650,1973,0,98058,47.425,-122.186,2011,19110,1,41,1,0
"404",9276201190,2014-05-20,480000,4,2.75,2050,3960,1,0,0,4,7,1180,870,1986,0,98116,47.5808,-122.394,1440,5040,0,28,1,1
"405",2741100280,2014-05-13,415000,3,1.75,1960,5000,1,0,0,5,6,980,980,1911,0,98108,47.5576,-122.317,1790,5000,0,103,1,1
"406",3211270170,2014-05-23,404000,4,3,4060,35621,1,0,0,3,9,2030,2030,1989,0,98092,47.3059,-122.108,2950,35259,0,25,1,0
"407",2591010290,2014-05-19,285000,1,1.5,810,3211,2,0,0,4,7,810,0,1982,0,98033,47.6939,-122.184,1320,3298,0,32,1,0
"408",1312200080,2014-05-28,224000,3,1.5,1560,7300,1,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910,1,50,1,0
"409",192300020,2014-05-21,525000,3,2.75,2100,10362,2,0,0,3,9,1510,590,1998,0,98045,47.4347,-121.417,2240,11842,0,16,2,0
"410",2591830130,2014-05-04,365000,3,2.5,2200,7350,1,0,0,5,8,1570,630,1988,0,98058,47.4395,-122.161,2350,7557,0,26,1,0
"411",1604600660,2014-05-12,350000,2,1,910,4500,1.5,0,0,4,7,910,0,1906,0,98118,47.5633,-122.289,1270,3500,0,108,1,1
"412",9809000020,2014-05-13,1895000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,1,45,1,0
"413",1250203070,2014-05-14,1400000,3,2.5,2550,7200,2,0,2,3,10,2550,0,1981,2013,98144,47.5996,-122.288,2030,3500,0,33,1,1
"414",9542801990,2014-05-29,266500,4,1.75,1880,7632,1,0,0,4,7,1180,700,1978,0,98023,47.3068,-122.372,1840,8528,0,36,1,0
"415",3158500250,2014-05-14,317000,3,2.5,1840,5011,2,0,0,3,8,1840,0,2012,0,98038,47.3555,-122.054,2000,4793,0,2,1,0
"416",7525000080,2014-05-02,588500,3,1.75,2330,14892,1,0,0,3,8,1970,360,1980,0,98074,47.6267,-122.046,2570,14217,0,34,1,0
"417",6817800630,2014-05-16,385000,3,1.75,1180,10541,1,0,0,4,7,940,240,1981,0,98074,47.6348,-122.032,1230,10879,0,33,1,0
"418",3390600010,2014-05-02,365000,3,1,1090,6435,1,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,1,59,1,1
"419",1561930020,2014-05-22,430000,4,3,3220,8936,2,0,0,3,9,2450,770,1990,0,98031,47.4208,-122.213,2810,10500,0,24,1,0
"420",8021700715,2014-05-14,702500,3,1.5,2360,6750,2,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,1320,4500,0,88,1,1
"421",4219400290,2014-05-02,1200000,5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600,1,75,1,1
"422",7856410430,2014-05-30,1385000,6,2.75,5700,20000,1,0,4,4,10,2850,2850,1977,0,98006,47.5601,-122.16,3690,15700,1,37,1,0
"423",1425059178,2014-05-07,460000,3,2,1760,9055,2,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.128,2010,9383,0,29,1,0
"424",1592000780,2014-05-23,625000,3,2.5,2600,10092,1,0,0,3,9,2600,0,1984,0,98074,47.6223,-122.032,2440,9298,0,30,1,0
"425",7952800010,2014-05-19,475000,4,2.5,3060,10043,1,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,1,46,1,1
"426",1972202005,2014-05-21,475000,4,2,1790,2250,1,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,0,105,1,1
"427",2877102651,2014-05-29,619000,4,2,2300,3400,1.5,0,0,5,8,1550,750,1915,0,98117,47.678,-122.361,1670,4200,0,99,1,1
"428",662350050,2014-05-23,950000,5,3.25,3400,7452,2,0,0,3,10,3400,0,1999,0,98007,47.6141,-122.136,2650,8749,0,15,1,0
"429",7443001470,2014-05-20,755000,6,2,2150,4505,1,0,0,3,7,1270,880,1952,0,98119,47.6514,-122.369,1740,4505,1,62,1,1
"430",3793500780,2014-05-10,320000,3,2.5,2130,6969,2,0,0,3,7,2130,0,2003,0,98038,47.3655,-122.027,1670,9545,0,11,1,0
"431",5525400420,2014-05-14,565000,4,2.5,2240,14667,2,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243,0,25,1,0
"432",3619600143,2014-05-05,650000,3,1.5,2160,9000,1,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000,1,65,1,0
"433",9542900190,2014-05-16,370000,4,1.5,1370,9957,1,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,1,42,1,0
"434",6084200080,2014-05-28,395000,3,2.5,2250,3757,2,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.129,2250,4556,0,8,1,0
"435",3705900130,2014-05-23,377691,5,1.75,2120,8399,1,0,0,4,7,1320,800,1942,0,98133,47.7621,-122.335,2120,8398,1,72,1,1
"436",9478400080,2014-05-12,750000,4,2.5,2980,4930,2,0,0,3,9,2890,90,2000,0,98006,47.5445,-122.12,2980,6099,0,14,1,0
"437",3528900980,2014-05-23,648475,4,2.75,2250,5700,1,0,0,3,8,1200,1050,1951,0,98109,47.6406,-122.344,1720,3850,1,63,1,1
"438",3329520170,2014-05-21,250000,3,2,1170,7258,1,0,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750,0,30,1,0
"439",1782000130,2014-05-23,383000,3,1,1800,5612,1,0,0,4,7,1200,600,1942,0,98126,47.525,-122.378,1450,5250,1,72,1,1
"440",4441300440,2014-05-12,582000,4,1.75,2120,4650,1,0,1,3,7,1190,930,1951,0,98117,47.6964,-122.4,2070,6487,1,63,1,1
"441",8856920250,2014-05-30,349900,3,2.5,2200,7278,2,0,0,3,8,2200,0,1990,0,98058,47.4624,-122.132,2190,8580,0,24,1,0
"442",2131200766,2014-05-22,307000,3,1.5,2320,7500,1,0,0,3,7,2320,0,1976,0,98019,47.7413,-121.979,1480,10000,1,38,1,0
"443",3856900507,2014-05-12,1315000,4,3.5,3460,3997,2,0,0,3,10,2560,900,2004,0,98103,47.6718,-122.329,1860,4000,0,10,1,1
"444",8807810050,2014-05-29,405000,3,2,1240,14404,1,0,0,3,7,1240,0,1988,0,98053,47.6614,-122.06,1350,9990,0,26,1,0
"445",8087800020,2014-05-15,412500,3,1.5,1490,8475,1,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540,1,51,1,0
"446",5711200170,2014-05-23,535000,3,2.5,2210,7620,2,0,0,3,8,2210,0,1994,0,98052,47.6938,-122.13,1920,7440,0,20,1,0
"447",3735900545,2014-05-23,449950,3,2,1560,4080,2,0,0,3,7,1560,0,1923,1982,98115,47.6892,-122.319,1900,4080,0,91,1,1
"448",3629930170,2014-05-14,723000,4,2.5,2700,4004,2,0,0,3,9,2700,0,2004,0,98029,47.5521,-121.995,2260,4459,0,10,1,0
"449",8929000280,2014-05-19,386591,3,2.5,1690,1613,2,0,0,3,8,1150,540,2014,0,98029,47.5518,-121.998,1690,1662,0,0,1,0
"450",8643200020,2014-05-06,407000,4,2.25,2810,23400,1,0,1,3,7,1710,1100,1958,0,98198,47.395,-122.311,1860,14900,1,56,1,0
"451",2473450430,2014-05-27,399000,4,2.5,2870,9292,2,0,0,3,8,2540,330,1979,0,98058,47.4522,-122.123,2590,7533,0,35,1,0
"452",7574910780,2014-05-14,766950,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,1992,0,98077,47.743,-122.036,3360,34983,0,22,1,0
"453",2372800050,2014-05-21,220000,3,1,1060,9126,1,0,2,5,7,1060,0,1956,0,98022,47.201,-121.999,1300,9126,1,58,1,0
"454",5467910020,2014-05-16,425000,3,2.5,2670,13218,1,0,0,4,10,2670,0,1988,0,98042,47.3683,-122.153,1960,13130,0,26,1,0
"455",9187200285,2014-05-05,823000,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000,0,106,1,1
"456",2141330050,2014-05-20,760000,4,1.75,2450,13300,1,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,0,27,1,0
"457",2423069120,2014-05-08,295000,2,1.75,2200,89298,1,0,0,3,7,1100,1100,1973,0,98027,47.4633,-121.976,2590,89298,1,41,1,0
"458",2785000290,2014-05-07,675000,3,1.75,1680,10500,1,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,1,55,1,0
"459",6381500635,2014-05-16,342000,3,1,1260,6826,1,0,0,3,6,720,540,1944,0,98125,47.731,-122.303,1300,6826,1,70,1,1
"460",9151600541,2014-05-08,719000,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200,0,86,1,1
"461",7577700440,2014-05-28,450000,3,1,1100,4600,1,0,0,3,7,1100,0,1917,0,98116,47.5686,-122.385,1200,5175,0,97,1,1
"462",3348401319,2014-05-12,372500,5,3,2480,10090,1,0,0,3,7,1300,1180,2004,0,98178,47.4964,-122.263,2290,9900,0,10,1,0
"463",1721800470,2014-05-21,230000,5,2,1930,6120,1.5,0,0,3,6,1930,0,1941,1969,98146,47.5073,-122.337,1130,6120,1,73,1,0
"464",1431700250,2014-05-16,345000,4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700,1,52,1,0
"465",7942601410,2014-05-14,682000,3,1.75,1830,5120,1.5,0,2,5,8,1830,0,1903,0,98122,47.6051,-122.311,2120,5120,0,111,1,1
"466",7950300005,2014-05-28,681000,3,1,1700,6356,1.5,0,0,3,7,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,0,107,1,1
"467",2248000080,2014-05-21,385500,3,2,1540,7947,1,0,0,3,7,1120,420,1961,0,98011,47.7605,-122.217,1910,7950,1,53,1,0
"468",9238500480,2014-05-23,465425,4,2.75,2430,20720,1,0,0,3,7,2430,0,1967,0,98072,47.775,-122.139,2580,26950,1,47,1,0
"469",5420800010,2014-05-08,266000,3,2.5,1940,8547,1,0,0,3,7,1460,480,1989,0,98030,47.3491,-122.177,1750,7803,0,25,1,0
"470",8656300380,2014-05-06,272000,3,2.5,1650,13816,2,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.912,1650,15144,0,16,1,0
"471",2923049372,2014-05-06,362000,3,2.25,1640,14374,1,0,0,4,7,1140,500,1963,0,98148,47.4476,-122.332,2020,10500,1,51,1,0
"472",2618300080,2014-05-02,242500,3,1.5,1200,9720,1,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.153,1380,10284,1,49,1,0
"473",7695450010,2014-05-22,604700,4,2.75,2750,14982,1,0,3,3,9,1720,1030,1981,0,98198,47.3566,-122.32,2860,16344,0,33,1,0
"474",7701930010,2014-05-30,489000,3,2.5,2260,19821,2,0,0,3,9,2260,0,1994,0,98058,47.448,-122.088,2750,22718,0,20,1,0
"475",2207200675,2014-05-02,419000,3,1.5,1570,6700,1,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,7300,1,58,1,0
"476",3622910190,2014-05-21,895000,5,3,2876,13927,1,0,2,4,9,1970,906,1973,0,98040,47.5528,-122.229,3500,14454,1,41,1,0
"477",686900010,2014-05-28,898000,5,1.5,2680,28014,1,0,0,4,8,1450,1230,1963,0,98004,47.6348,-122.196,2900,22180,1,51,1,0
"478",2207100255,2014-05-15,395300,3,1.5,1120,7000,1,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,7950,1,59,1,0
"479",2125049120,2014-05-05,770000,3,2,2350,5700,1.5,0,0,4,8,1810,540,1939,0,98112,47.639,-122.31,2170,6000,1,75,1,1
"480",3529200190,2014-05-14,325000,3,2.5,2220,6049,2,0,0,4,8,2220,0,1990,0,98031,47.3972,-122.182,1980,7226,0,24,1,0
"481",9183703376,2014-05-13,225000,3,1.5,1250,7500,1,0,0,3,7,1250,0,1967,0,98030,47.3719,-122.215,1260,7563,1,47,1,0
"482",3274800460,2014-05-20,387000,2,2.25,1230,1280,2,0,0,3,8,960,270,2012,0,98144,47.5942,-122.298,1130,1357,0,2,1,1
"483",1954420170,2014-05-21,368250,3,2.5,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,47.6191,-122.043,2150,6879,0,26,1,0
"484",7522500020,2014-05-27,730001,3,2,1840,4750,1,0,0,5,7,1010,830,1951,0,98117,47.6862,-122.395,1760,5510,1,63,1,1
"485",7518502945,2014-05-19,524950,3,1.75,1890,3825,1,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,3825,1,40,1,1
"486",9359100500,2014-05-27,1795000,4,3.25,4060,13000,2,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,13800,0,14,1,0
"487",4299700095,2014-05-16,254000,4,2,1510,4235,1,0,0,3,7,1510,0,1955,0,98108,47.546,-122.293,1510,4268,1,59,1,1
"488",623049093,2014-05-22,219900,3,1,910,6000,1,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957,1,58,1,0
"489",1324300091,2014-05-28,370000,3,1,800,2296,1,0,0,4,6,800,0,1908,0,98103,47.6546,-122.356,1480,1472,0,106,1,1
"490",1524079088,2014-05-09,275000,3,1.5,1390,48257,1,0,0,3,6,1390,0,1922,2013,98024,47.5603,-121.894,1440,45302,0,92,1,0
"491",5631500213,2014-05-15,342400,3,2.25,1180,9630,2,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.232,2660,5979,0,28,1,0
"492",8682260480,2014-05-28,429000,2,1.75,1350,6315,1,0,0,3,8,1350,0,2005,0,98053,47.7141,-122.032,1665,5390,0,9,1,0
"493",1972201856,2014-05-07,526000,2,2,1550,2400,1.5,0,0,4,7,1550,0,1900,0,98103,47.654,-122.346,1180,1224,0,114,1,1
"494",4188000670,2014-05-15,749400,4,2.5,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,0,29,1,0
"495",9406600050,2014-05-12,410000,3,2.25,2200,16921,2,0,0,3,8,2200,0,1987,0,98038,47.3727,-122.051,2060,16921,0,27,1,0
"496",291300170,2014-05-09,387000,3,2.25,1445,1606,2,0,0,3,7,1300,145,2003,0,98027,47.5348,-122.072,1410,1286,0,11,1,0
"497",3328500250,2014-05-02,285000,4,2.5,2200,9397,2,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,2310,9176,0,27,1,0
"498",5468780250,2014-05-08,325900,4,2.5,2320,6270,2,0,0,3,8,2320,0,2004,0,98042,47.3501,-122.14,2150,6270,0,10,1,0
"499",2804100095,2014-05-16,724800,3,2,2050,3933,1,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,0,88,1,1
"500",5591700290,2014-05-15,316500,4,2.5,2150,6807,2,0,0,4,8,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,0,23,1,0
"501",2781270440,2014-05-19,241000,2,2,1470,3128,2,0,0,3,6,1470,0,2005,0,98038,47.349,-122.021,1180,2576,0,9,1,0
"502",8910500675,2014-05-19,461000,2,1,1060,7193,1,0,0,3,7,1060,0,1926,0,98133,47.7102,-122.356,1980,7560,0,88,1,1
"503",2568200130,2014-05-16,725000,5,2.75,2830,5310,2,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,0,8,1,0
"504",6821101870,2014-05-05,524000,3,1.75,1560,5520,1,0,0,4,6,780,780,1944,0,98199,47.6515,-122.399,1470,6000,1,70,1,1
"505",7387500185,2014-05-21,249900,2,1,1140,5500,1,0,0,3,6,1140,0,1947,0,98106,47.5187,-122.363,1110,5500,1,67,1,1
"506",5631500992,2014-05-15,390000,3,2.5,2240,10800,2,0,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,0,18,1,0
"507",3276930380,2014-05-23,675000,4,2.5,2560,36601,2,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601,0,27,1,0
"508",4302201045,2014-05-28,150000,3,1,820,7680,1.5,0,0,3,6,820,0,1910,0,98106,47.528,-122.359,1470,6912,0,104,1,1
"509",8641500280,2014-05-22,270000,2,1.5,840,867,2,0,0,3,7,840,0,2005,0,98115,47.6955,-122.304,840,1322,0,9,1,1
"510",6204050080,2014-05-28,555000,3,2.5,3160,4270,2,0,0,3,8,2650,510,2006,0,98011,47.7453,-122.194,2720,12523,0,8,1,0
"511",6071200545,2014-05-05,541125,5,2.75,2740,8426,1,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,1,54,1,0
"512",3645500050,2014-05-14,543000,3,2.5,2090,7640,1,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668,1,52,1,1
"513",2005950050,2014-05-27,260000,3,2,1630,8018,1,0,0,3,7,1630,0,2003,0,98001,47.2638,-122.243,1610,8397,0,11,1,0
"514",6145600285,2014-05-29,300000,2,1,820,3844,1,0,0,4,6,820,0,1916,0,98133,47.7049,-122.349,1520,3844,0,98,1,1
"515",7977201845,2014-05-14,525000,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,0,90,1,1
"516",2130410050,2014-05-13,287000,3,2.25,1490,9600,1,0,0,4,7,1170,320,1987,0,98019,47.7378,-121.977,1590,10104,0,27,1,0
"517",425079099,2014-05-07,560000,3,3,4120,60392,2,0,2,3,9,3180,940,1994,0,98014,47.6804,-121.913,2770,64033,0,20,1,0
"518",6190701483,2014-05-14,364000,4,1.75,2010,8625,1,0,0,4,7,1340,670,1957,0,98133,47.7496,-122.355,1500,8400,1,57,1,1
"519",5016001060,2014-05-30,650000,2,2.5,1740,2500,2,0,2,3,8,1210,530,1994,0,98112,47.622,-122.3,1640,2500,0,20,1,1
"520",2195700050,2014-05-19,810000,4,2.5,3480,59242,2,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400,0,26,1,0
"521",5703000050,2014-05-08,545000,3,2.25,1780,191228,2,0,2,3,8,1780,0,1988,0,98045,47.4575,-121.748,2440,87120,0,26,2,0
"522",3300700470,2014-05-14,394475,2,1,830,4000,1,0,0,3,6,830,0,1955,0,98117,47.6929,-122.379,950,4000,1,59,1,1
"523",6600220380,2014-05-31,538888,5,2.75,2080,13189,2,0,0,3,8,2080,0,1987,0,98074,47.6288,-122.031,2030,11847,0,27,1,0
"524",1681400010,2014-05-19,885000,4,2.75,2730,3560,1.5,0,0,3,8,1550,1180,1921,2007,98115,47.6737,-122.304,1860,3560,0,93,1,1
"525",6850700670,2014-05-13,799200,6,3,2890,2370,2.5,0,0,3,7,2290,600,1906,0,98102,47.6227,-122.323,2180,2460,0,108,1,1
"526",6301800020,2014-05-06,535000,3,2.5,1850,10109,2,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,0,23,1,0
"527",9822700255,2014-05-05,670000,3,2.5,1680,2000,3,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,0,105,1,1
"528",4232400470,2014-05-27,751750,2,2,1880,5400,1.5,0,0,3,8,1880,0,1902,0,98112,47.6238,-122.311,1590,5400,0,112,1,1
"529",6600780130,2014-05-02,367500,4,3,3110,7231,2,0,0,3,8,3110,0,1997,0,98092,47.3279,-122.191,2820,7311,0,17,1,0
"530",5467910190,2014-05-27,325000,3,1.75,1780,13095,1,0,0,4,9,1780,0,1983,0,98042,47.367,-122.152,2750,13095,0,31,1,0
"531",3751605432,2014-05-13,239950,3,1,1900,33888,1.5,0,0,4,5,1900,0,1942,0,98001,47.2738,-122.271,1430,19200,1,72,1,0
"532",1138000250,2014-05-21,350000,3,1.5,980,7790,1,0,0,5,7,980,0,1969,0,98034,47.7141,-122.213,1390,7280,1,45,1,0
"533",2011000010,2014-05-02,257950,3,1.75,1370,5858,1,0,0,3,7,1370,0,1987,0,98198,47.3815,-122.313,1400,7500,0,27,1,0
"534",2769602475,2014-05-09,490000,2,1,1840,3300,1.5,0,0,4,6,1130,710,1910,0,98107,47.6757,-122.362,1320,4000,0,104,1,1
"535",9183700470,2014-05-27,344950,4,2,2330,6250,1,0,0,4,7,1400,930,1941,0,98030,47.3782,-122.228,2050,9000,1,73,1,0
"536",1843130980,2014-05-06,284000,4,2.5,2000,5390,2,0,0,3,7,2000,0,2003,0,98042,47.3732,-122.129,2330,5390,0,11,1,0
"537",2113700235,2014-05-12,360000,4,2,1730,5500,1,0,0,5,7,1010,720,1943,0,98106,47.5304,-122.353,1080,4900,1,71,1,1
"538",1024039049,2014-05-12,1015000,3,2.5,2920,34527,1,0,4,4,9,1800,1120,1954,1983,98116,47.5799,-122.4,2480,7933,1,60,1,1
"539",7844200050,2014-05-22,330000,5,2.25,2000,7900,1,0,0,4,7,1300,700,1986,0,98188,47.4291,-122.292,2000,9132,0,28,1,0
"540",8645530010,2014-05-15,225000,3,2,1400,7384,1,0,0,3,7,1150,250,1979,0,98058,47.4655,-122.174,1820,7992,0,35,1,0
"541",4318200440,2014-05-22,432000,3,2.25,1470,1578,2,0,0,3,8,1090,380,2007,0,98136,47.5388,-122.387,1470,1668,0,7,1,1
"542",1330900250,2014-05-15,550000,3,2.25,1980,40887,1,0,0,4,8,1980,0,1980,0,98052,47.6478,-122.029,2460,35700,0,34,1,0
"543",5127100190,2014-05-20,290000,3,1.75,1280,10716,1,0,0,4,7,1280,0,1969,0,98059,47.4755,-122.145,1440,9870,1,45,1,0
"544",7796100080,2014-05-20,925000,4,2.25,2260,41984,1,0,0,4,9,2260,0,1967,0,98033,47.6622,-122.171,2650,37318,1,47,1,0
"545",9465910190,2014-05-29,600000,3,1.75,2930,19876,1,0,0,3,9,2030,900,1993,0,98072,47.7443,-122.17,2740,11499,0,21,1,0
"546",7019000050,2014-05-06,367500,3,1.5,1410,9647,1,0,0,3,8,1410,0,1961,0,98177,47.7608,-122.361,2090,9272,1,53,1,0
"547",3323059027,2014-05-28,326000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,98058,47.4375,-122.176,2000,41817,1,56,1,0
"548",7503000020,2014-05-07,415000,4,3,1830,9548,2,0,0,3,7,1830,0,1991,0,98028,47.7379,-122.224,1740,9750,0,23,1,0
"549",1196000007,2014-05-05,384900,5,2.5,3090,12750,1,0,0,3,8,1750,1340,1968,0,98023,47.3408,-122.335,1760,25919,1,46,1,0
"550",776600130,2014-05-02,275000,3,1.5,1180,10277,1,0,0,3,6,1180,0,1983,0,98045,47.488,-121.787,1680,11104,0,31,2,0
"551",7852020660,2014-05-09,505000,3,2.5,2100,5824,2,0,2,3,8,2100,0,1999,0,98065,47.5334,-121.867,1890,4140,0,15,2,0
"552",4338800170,2014-05-07,246000,3,1,1400,7410,1,0,0,3,6,1400,0,1944,0,98166,47.4798,-122.343,1070,7410,1,70,1,0
"553",2121000250,2014-05-09,303500,3,1.5,1060,10464,1,0,0,4,7,1060,0,1973,0,98034,47.7313,-122.229,1420,10464,1,41,1,0
"554",5652600185,2014-05-02,750000,3,1.75,2240,10578,2,0,0,5,8,1550,690,1923,0,98115,47.6954,-122.292,1570,10578,0,91,1,1
"555",1200019,2014-05-08,647500,4,1.75,2060,26036,1,0,0,4,8,1160,900,1947,0,98166,47.4444,-122.351,2590,21891,1,67,1,0
"556",7972601900,2014-05-30,299950,3,1,1210,9525,1,0,0,3,7,1210,0,1955,0,98106,47.5274,-122.345,1680,7620,1,59,1,1
"557",9269750460,2014-05-19,247000,3,2.25,1580,7941,2,0,0,4,7,1580,0,1986,0,98023,47.2843,-122.357,1730,8051,0,28,1,0
"558",4012800050,2014-05-21,175000,3,1.75,1230,13056,1,0,0,4,7,1230,0,1962,0,98001,47.3171,-122.279,1690,15750,1,52,1,0
"559",5700001640,2014-05-08,1039000,4,1,3410,5000,2,0,0,5,8,2190,1220,1910,0,98144,47.5807,-122.291,2550,5000,0,104,1,1
"560",9523102580,2014-05-23,599000,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000,0,88,1,1
"561",7335400345,2014-05-28,135000,2,1,780,6685,1,0,0,4,5,780,0,1948,0,98002,47.305,-122.215,880,6695,1,66,1,0
"562",3438500430,2014-05-21,270000,3,1.75,1390,10905,1,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839,1,57,1,1
"563",7549800168,2014-05-27,457500,3,1.75,1840,4030,1,0,0,5,7,1050,790,1925,0,98108,47.5549,-122.311,1840,5040,0,89,1,1
"564",993001330,2014-05-05,406100,3,2.25,1410,1332,3,0,0,3,8,1410,0,2005,0,98103,47.6916,-122.34,1430,1448,0,9,1,1
"565",7129301578,2014-05-21,495000,3,3.5,2380,6250,2,0,3,3,8,1670,710,1997,0,98118,47.5137,-122.252,2540,4010,0,17,1,1
"566",587550280,2014-05-30,625000,4,3.25,4240,25639,2,0,3,3,10,3550,690,1989,0,98023,47.3241,-122.378,3590,24967,0,25,1,0
"567",2621700010,2014-05-08,569000,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,0,98053,47.6695,-122.05,2350,37920,0,34,1,0
"568",9828200545,2014-05-13,591000,3,1.75,1680,2400,1,0,0,5,7,870,810,1922,0,98122,47.6155,-122.3,1440,3600,0,92,1,1
"569",1026069120,2014-05-08,589900,2,3,3160,66646,2,0,0,3,7,3160,0,1993,0,98077,47.7479,-122.034,3140,38790,0,21,1,0
"570",1151100010,2014-05-15,280000,3,1,1330,20562,1.5,0,0,3,5,1330,0,1959,0,98045,47.4807,-121.775,1350,20562,1,55,2,0
"571",723000114,2014-05-05,1395000,5,3.5,4010,8510,2,0,1,5,9,2850,1160,1971,0,98105,47.6578,-122.286,2610,6128,1,43,1,1
"572",3885806105,2014-05-21,1580000,3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,0,98033,47.6815,-122.2,1880,7200,0,7,1,0
"573",4136880460,2014-05-14,316000,4,2.5,2010,7226,2,0,0,3,8,2010,0,1995,0,98092,47.2588,-122.21,2160,7696,0,19,1,0
